surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
7,113,4,qaAlu,qalu,Pharaoh,"And the magicians came to Pharaoh. They said, ""Indeed for us is a reward if we are the predominant."""
7,114,1,qaAla,qala,Pharaoh,"He said, ""Yes, and, [moreover], you will be among those made near [to me]."""
7,115,1,qaAlu,qalu,Moses,"They said, ""O Moses, either you throw [your staff], or we will be the ones to throw [first]."""
7,116,1,qaAla,qala,Moses,"He said, ""Throw,"" and when they threw, they bewitched the eyes of the people and struck terror into them, and they presented a great [feat of] magic."
7,121,1,qaAlu,qalu,UNCLASSIFIED,"They said, ""We have believed in the Lord of the worlds,"
7,123,1,qaAla,qala,Pharaoh,"Said Pharaoh, ""You believed in him before I gave you permission. Indeed, this is a conspiracy which you conspired in the city to expel therefrom its people. But you are going to know."
7,125,1,qaAlu,qalu,Pharaoh,"They said, ""Indeed, to our Lord we will return."
7,127,1,qaAla,qala,Moses,"And the eminent among the people of Pharaoh said,"" Will you leave Moses and his people to cause corruption in the land and abandon you and your gods?"" [Pharaoh] said, ""We will kill their sons and keep their women alive; and indeed, we are subjugators over them."""
7,127,14,qaAla,qala,Moses,"And the eminent among the people of Pharaoh said,"" Will you leave Moses and his people to cause corruption in the land and abandon you and your gods?"" [Pharaoh] said, ""We will kill their sons and keep their women alive; and indeed, we are subjugators over them."""
7,128,1,qaAla,qala,Moses,"Said Moses to his people, ""Seek help through Allah and be patient. Indeed, the earth belongs to Allah. He causes to inherit it whom He wills of His servants. And the [best] outcome is for the righteous."""
7,129,1,qaAlu,qalu,Moses,"They said, ""We have been harmed before you came to us and after you have come to us."" He said, ""Perhaps your Lord will destroy your enemy and grant you succession in the land and see how you will do."""
7,129,11,qaAla,qala,Moses,"They said, ""We have been harmed before you came to us and after you have come to us."" He said, ""Perhaps your Lord will destroy your enemy and grant you succession in the land and see how you will do."""
7,131,4,qaAlu,qalu,Moses,"But when good came to them, they said, ""This is ours [by right]."" And if a bad [condition] struck them, they saw an evil omen in Moses and those with him. Unquestionably, their fortune is with Allah, but most of them do not know."
7,132,1,qaAlu,qalu,Moses,"And they said, ""No matter what sign you bring us with which to bewitch us, we will not be believers in you."""
7,134,5,qaAlu,qalu,Moses,"And when the punishment descended upon them, they said, ""O Moses, invoke for us your Lord by what He has promised you. If you [can] remove the punishment from us, we will surely believe you, and we will send with you the Children of Israel."""
7,138,12,qaAlu,qalu,Moses,"And We took the Children of Israel across the sea; then they came upon a people intent in devotion to [some] idols of theirs. They said, ""O Moses, make for us a god just as they have gods."" He said, ""Indeed, you are a people behaving ignorantly."
7,138,20,qaAla,qala,Moses,"And We took the Children of Israel across the sea; then they came upon a people intent in devotion to [some] idols of theirs. They said, ""O Moses, make for us a god just as they have gods."" He said, ""Indeed, you are a people behaving ignorantly."
7,140,1,qaAla,qala,Moses,"He said, ""Is it other than Allah I should desire for you as a god while He has preferred you over the worlds?"""
7,142,12,qaAla,qala,Moses,"And We made an appointment with Moses for thirty nights and perfected them by [the addition of] ten; so the term of his Lord was completed as forty nights. And Moses said to his brother Aaron, ""Take my place among my people, do right [by them], and do not follow the way of the corrupters."""
7,143,7,qaAla,qala,Moses,"And when Moses arrived at Our appointed time and his Lord spoke to him, he said, ""My Lord, show me [Yourself] that I may look at You."" [Allah] said, ""You will not see Me, but look at the mountain; if it should remain in place, then you will see Me."" But when his Lord appeared to the mountain, He ren"
7,143,12,qaAla,qala,Moses,"And when Moses arrived at Our appointed time and his Lord spoke to him, he said, ""My Lord, show me [Yourself] that I may look at You."" [Allah] said, ""You will not see Me, but look at the mountain; if it should remain in place, then you will see Me."" But when his Lord appeared to the mountain, He ren"
7,143,35,qaAla,qala,Moses,"And when Moses arrived at Our appointed time and his Lord spoke to him, he said, ""My Lord, show me [Yourself] that I may look at You."" [Allah] said, ""You will not see Me, but look at the mountain; if it should remain in place, then you will see Me."" But when his Lord appeared to the mountain, He ren"
7,144,1,qaAla,qala,Moses,"[Allah] said, ""O Moses, I have chosen you over the people with My messages and My words [to you]. So take what I have given you and be among the grateful."""
7,149,9,qaAlu,qalu,Moses,"And when regret overcame them and they saw that they had gone astray, they said, ""If our Lord does not have mercy upon us and forgive us, we will surely be among the losers."""
7,150,8,qaAla,qala,Moses,"And when Moses returned to his people, angry and grieved, he said, ""How wretched is that by which you have replaced me after [my departure]. Were you impatient over the matter of your Lord?"" And he threw down the tablets and seized his brother by [the hair of] his head, pulling him toward him. [Aaro"
7,150,23,qaAla,qala,Moses,"And when Moses returned to his people, angry and grieved, he said, ""How wretched is that by which you have replaced me after [my departure]. Were you impatient over the matter of your Lord?"" And he threw down the tablets and seized his brother by [the hair of] his head, pulling him toward him. [Aaro"
7,151,1,qaAla,qala,Moses,"[Moses] said, ""My Lord, forgive me and my brother and admit us into Your mercy, for You are the most merciful of the merciful."""
7,155,10,qaAla,qala,Moses,"And Moses chose from his people seventy men for Our appointment. And when the earthquake seized them, he said, ""My Lord, if You had willed, You could have destroyed them before and me [as well]. Would You destroy us for what the foolish among us have done? This is not but Your trial by which You sen"
7,156,12,qaAla,qala,Moses,"And decree for us in this world [that which is] good and [also] in the Hereafter; indeed, we have turned back to You."" [Allah] said, ""My punishment - I afflict with it whom I will, but My mercy encompasses all things."" So I will decree it [especially] for those who fear Me and give zakah and those w"
7,158,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""O mankind, indeed I am the Messenger of Allah to you all, [from Him] to whom belongs the dominion of the heavens and the earth. There is no deity except Him; He gives life and causes death."" So believe in Allah and His Messenger, the unlettered prophet, who believes in Allah and "
7,161,2,qiyla,qila,Moses,"And [mention, O Muhammad], when it was said to them, ""Dwell in this city and eat from it wherever you will and say, 'Relieve us of our burdens,' and enter the gate bowing humbly; We will [then] forgive you your sins. We will increase the doers of good [in goodness and reward]."""
7,161,11,quwlu,other,Moses,"And [mention, O Muhammad], when it was said to them, ""Dwell in this city and eat from it wherever you will and say, 'Relieve us of our burdens,' and enter the gate bowing humbly; We will [then] forgive you your sins. We will increase the doers of good [in goodness and reward]."""
7,162,8,qiyla,qila,Moses,But those who wronged among them changed [the words] to a statement other than that which had been said to them. So We sent upon them a punishment from the sky for the wrong that they were doing.
7,164,2,qaAlato,qalat,Moses,"And when a community among them said, ""Why do you advise [or warn] a people whom Allah is [about] to destroy or to punish with a severe punishment?"" they [the advisors] said, ""To be absolved before your Lord and perhaps they may fear Him."""
7,164,14,qaAlu,qalu,Moses,"And when a community among them said, ""Why do you advise [or warn] a people whom Allah is [about] to destroy or to punish with a severe punishment?"" they [the advisors] said, ""To be absolved before your Lord and perhaps they may fear Him."""
7,166,7,qulo,qulna,GOD (We said),"So when they were insolent about that which they had been forbidden, We said to them, ""Be apes, despised."""
7,169,11,yaquwlu,yaquluna,UNCLASSIFIED,"And there followed them successors who inherited the Scripture [while] taking the commodities of this lower life and saying, ""It will be forgiven for us."" And if an offer like it comes to them, they will [again] take it. Was not the covenant of the Scripture taken from them that they would not say a"
7,169,26,yaquwlu,yaquluna,UNCLASSIFIED,"And there followed them successors who inherited the Scripture [while] taking the commodities of this lower life and saying, ""It will be forgiven for us."" And if an offer like it comes to them, they will [again] take it. Was not the covenant of the Scripture taken from them that they would not say a"
